,catid,ra_obj,dec_obj,ra_ifu,dec_ifu,r_petro,r_auto,z_tonry,z_spec,m_r,r_e,mu_within_1re,mu_1re,mu_2re,ellip,pa,mstar,g_i,a_g,surv_sami,bad_class
1054,198445,139.56400375,-0.74109994,139.56400375,-0.74109994,16.437,16.44,0.067,0.06585,-21.01,2.98,20.14,20.85,22.66,0.5052,84.110016,10.3,0.9,0.117,3,0
1055,47258,212.02672651,-0.82122528,212.02672651,-0.82122528,16.655,16.659,0.05292,0.05199,-20.28,3.43,20.35,21.06,22.87,0.6358,99.08,10.28,1.24,0.171,8,0
1056,229369,222.10268756,1.03927113,222.10268756,1.03927113,18.145,18.148,0.02725,0.02654,-17.23,5.04,23.4,24.11,25.92,0.2897,18.600006,8.54,0.55,0.186,8,0
1057,593356,216.31122956,-0.03806148,216.31122956,-0.03806148,18.122,18.148,0.03281,0.03197,-17.63,3.36,22.06,22.78,24.59,0.513,157.56,8.63,0.48,0.131,3,0
1058,198310,138.96131198,-0.76054773,138.96131198,-0.76054773,19.221,17.944,0.05404,0.05291,-19.17,4.54,23.61,24.32,26.14,0.357,174.52,10.27,1.63,0.138,8,1
1059,23337,181.22756826,1.21560603,181.22756826,1.21560603,15.7,15.672,0.02286,0.02128,-19.33,6.26,21.27,21.99,23.8,0.2991,140.44,9.74,0.97,0.067,8,0
1060,231573,184.52709329,1.90701031,184.52709329,1.90701031,16.331,16.211,0.05108,0.04986,-20.58,5.11,21.31,22.02,23.83,0.416,5.9599915,9.8,0.46,0.092,3,0
1061,69983,177.79220918,0.11444055,177.79220918,0.11444055,16.722,16.744,0.04814,0.04688,-19.93,3.81,20.86,21.57,23.38,0.5256,56.0,9.77,0.75,0.083,3,0
1062,296899,213.95198173,1.39134279,213.95198173,1.39134279,18.097,18.053,0.0531,0.05221,-18.82,1.41,19.83,20.54,22.35,0.6489,47.960007,9.54,1.04,0.144,3,0
1063,184281,175.80241086,-1.54990033,175.80241086,-1.54990033,17.471,17.516,0.02165,0.01989,-17.36,7.19,22.88,23.59,25.4,0.5666,175.77,8.54,0.46,0.064,8,0
1064,559111,175.59518134,-0.57886749,175.59518134,-0.57886749,17.916,17.969,0.04439,0.04313,-18.51,2.79,21.41,22.12,23.93,0.5691,66.73999,8.84,0.3,0.074,3,0
1065,69513,175.15947417,0.15131145,175.15947417,0.15131145,16.162,16.132,0.0434,0.04214,-20.3,9.18,22.24,22.96,24.77,0.4652,136.99,9.87,0.67,0.099,8,0
1066,77373,212.98003351,0.07655211,212.98003351,0.07655211,17.979,17.873,0.04041,0.03951,-18.41,5.5,23.07,23.78,25.59,0.4991,3.880005,9.0,0.53,0.173,8,0
1067,617945,213.72344654,0.40730461,213.72344654,0.40730461,18.261,18.265,0.02897,0.0281,-17.24,1.48,20.97,21.68,23.49,0.219,162.73,8.47,0.45,0.146,8,0
1068,77615,213.93438568,0.10942796,213.93438568,0.10942796,17.972,18.025,0.03953,0.03865,-18.17,3.33,21.87,22.59,24.4,0.5383,30.25,9.0,0.66,0.155,3,0
1069,505817,221.83412056,-1.92731143,221.83412056,-1.92731143,17.833,17.82,0.0445,0.04374,-18.67,5.28,22.73,23.45,25.26,0.5213,174.61,9.03,0.45,0.221,8,0
1070,220463,181.74157143,1.4806733,181.74157143,1.4806733,16.135,16.113,0.08381,0.08253,-21.84,4.41,20.99,21.7,23.51,0.2853,66.119995,10.6,0.89,0.108,3,0
1071,610401,180.10823544,0.29962129,180.10823544,0.29962129,15.899,15.907,0.08245,0.08116,-22.03,2.92,20.11,20.83,22.64,0.1769,15.190002,10.74,0.97,0.133,3,0
1072,136917,176.35593806,-1.73764451,176.35593806,-1.73764451,17.199,17.228,0.0298,0.02855,-18.34,2.95,21.09,21.8,23.61,0.4178,16.930008,9.11,0.69,0.061,8,0
1073,70777,181.38328571,0.03929124,181.38328571,0.03929124,17.346,17.294,0.02321,0.02166,-17.76,7.72,22.3,23.02,24.82,0.7311,166.16,8.74,0.51,0.081,8,0
1074,486275,219.2921116,-1.68179742,219.2921116,-1.68179742,16.016,16.042,0.05737,0.05656,-21.04,3.8,20.75,21.47,23.28,0.2068,5.01001,10.34,0.93,0.152,8,0
1075,457505,213.5166551,-1.99524193,213.5166551,-1.99524193,16.811,16.809,0.03938,0.03849,-19.39,6.51,21.37,22.09,23.9,0.7836,137.7,9.4,0.55,0.256,8,0
1076,271562,174.75468445,1.33656696,174.75468445,1.33656696,16.471,16.172,0.00728,0.00534,-16.26,4.58,21.18,21.9,23.7,0.4113,40.45999,7.82,0.12,0.086,8,0
1077,8490,182.64151656,0.67148036,182.64151656,0.67148036,18.158,17.511,0.02173,0.01998,-17.42,2.42,21.95,22.67,24.48,0.2819,66.0,9.05,1.05,0.107,8,0
1078,202466,129.80836369,-0.35535772,129.80836369,-0.35535772,17.257,17.187,0.05305,0.05204,-19.71,5.18,21.74,22.46,24.27,0.6279,86.29999,9.8,0.91,0.116,3,0
1079,345941,131.68892462,1.96163928,131.68892462,1.96163928,18.43,18.327,0.05256,0.05153,-18.54,2.8,21.71,22.43,24.24,0.6407,64.16,9.43,1.03,0.184,3,0
1080,40442,181.25922205,-0.6923677,181.25922205,-0.6923677,16.962,16.57,0.00618,0.00439,-15.68,8.4,22.83,23.55,25.36,0.3843,45.179993,8.31,0.85,0.096,8,1
1081,229335,221.95488809,1.05158142,221.95488809,1.05158142,15.354,15.367,0.02935,0.02862,-20.18,4.97,21.08,21.79,23.6,0.048,161.03,9.71,0.53,0.201,8,0
1082,422619,131.78174581,2.62180486,131.78174581,2.62180486,16.326,16.256,0.02996,0.02896,-19.36,7.1,22.36,23.08,24.89,0.1411,174.67,9.63,0.84,0.145,8,0
1083,550582,136.30503681,-0.49663327,136.30503681,-0.49663327,15.475,15.374,0.02869,0.02766,-20.16,13.09,21.18,21.9,23.71,0.8296,39.799988,10.21,1.14,0.128,8,0
1084,216843,140.19242092,0.60472036,140.19242092,0.60472036,16.273,16.187,0.0248,0.02382,-18.98,7.73,22.46,23.18,24.99,0.2911,29.979996,9.26,0.55,0.116,8,0
1085,522127,132.68137454,2.9278422,132.68137454,2.9278422,18.84,18.699,0.02887,0.02789,-16.82,2.98,22.35,23.07,24.88,0.5001,40.58,8.42,0.6,0.115,8,0
1086,508936,219.05533132,-1.46996408,219.05533132,-1.46996408,17.742,17.742,0.05725,0.05644,-19.33,1.27,19.98,20.7,22.51,0.3,142.8,9.57,0.8,0.148,3,0
1087,569543,219.35577155,-0.50587639,219.35577155,-0.50587639,17.933,17.897,0.03733,0.03654,-18.21,1.82,20.08,20.8,22.61,0.6871,112.58,8.92,0.53,0.136,3,0
1088,230901,181.49899309,1.88578827,181.49899309,1.88578827,16.87,16.823,0.02129,0.01948,-18.01,9.91,22.33,23.04,24.85,0.826,53.170013,9.28,1.05,0.095,8,0
1089,238164,213.44665007,1.74971467,213.44665007,1.74971467,16.73,16.727,0.02644,0.02555,-18.61,5.62,22.26,22.98,24.78,0.2355,68.58,8.99,0.42,0.203,8,0
1090,144564,180.61155229,-1.26321852,180.61155229,-1.26321852,16.671,16.687,0.09354,0.09223,-21.52,3.59,20.95,21.67,23.47,0.3961,158.51999,10.5,0.94,0.108,3,0
1091,23434,181.60554922,1.12505779,181.60554922,1.12505779,17.749,17.751,0.02211,0.02042,-17.14,5.85,22.14,22.86,24.67,0.7398,72.76999,8.81,0.91,0.091,8,6
1092,47342,212.41811693,-0.65577233,212.41811693,-0.65577233,15.238,15.157,0.02478,0.0238,-20.02,6.24,20.32,21.04,22.85,0.5997,155.36,10.09,1.05,0.176,8,0
1093,77265,212.59867949,0.03852469,212.59867949,0.03852469,19.17,19.139,0.04138,0.04048,-17.3,2.5,23.08,23.8,25.61,0.304,63.369995,8.75,0.75,0.142,3,0
1094,569138,217.78599159,-0.42521534,217.78599159,-0.42521534,17.09,17.074,0.09341,0.09255,-21.2,2.81,20.39,21.1,22.91,0.6275,22.86,10.48,1.07,0.184,3,0
1095,298738,221.5933727,1.22840386,221.5933727,1.22840386,16.054,16.029,0.05035,0.04959,-20.76,5.2,21.13,21.85,23.65,0.427,3.9299927,10.06,0.71,0.157,8,0
1096,372190,134.61348506,1.07380889,134.61348506,1.07380889,16.878,16.868,0.0726,0.07151,-20.79,3.2,20.24,20.96,22.77,0.7069,135.43,10.41,1.19,0.187,3,0
1097,228432,217.38574581,1.11738209,217.38574581,1.11738209,16.553,16.582,0.03057,0.02975,-19.07,4.42,20.48,21.2,23.01,0.7468,38.619995,9.4,0.7,0.137,8,0
1098,288725,179.9379579,1.82901669,179.9379579,1.82901669,19.652,16.177,0.08038,0.0791,-21.7,1.21,21.22,21.94,23.75,0.5149,114.07,10.89,1.33,0.094,3,3
1099,178481,180.44249877,-1.93474679,180.44249877,-1.93474679,16.865,16.884,0.02638,0.02508,-18.42,8.07,22.99,23.7,25.51,0.2869,41.550003,9.0,0.52,0.091,8,0
1100,239568,218.24303026,1.60472063,218.24303026,1.60472063,16.796,16.817,0.07216,0.07133,-20.82,4.25,20.46,21.18,22.99,0.7687,33.73999,10.36,1.1,0.162,3,0
1101,184834,178.22265718,-1.44905061,178.22265718,-1.44905061,17.465,17.504,0.02058,0.01863,-17.22,3.25,22.56,23.28,25.09,0.4582,147.04,8.35,0.31,0.088,8,0
1102,574572,136.33632961,-0.03699691,136.33632961,-0.03699691,16.706,16.737,0.01987,0.01909,-17.93,1.88,20.12,20.84,22.64,0.0824,15.619995,8.76,0.46,0.158,8,0
1103,508748,218.11624011,-1.55209695,218.11624011,-1.55209695,16.994,16.988,0.05767,0.05684,-20.09,4.95,21.88,22.6,24.4,0.4606,40.089996,9.75,0.66,0.174,3,0
1104,536363,182.00765016,-0.9683302,182.00765016,-0.9683302,16.798,16.757,0.02516,0.02379,-18.42,4.42,22.04,22.76,24.57,0.0606,70.06,8.95,0.46,0.084,8,0
1105,137350,178.19074307,-1.64944715,178.19074307,-1.64944715,17.381,17.412,0.02132,0.01949,-17.39,2.34,20.15,20.87,22.67,0.6695,89.079994,8.67,0.62,0.085,8,0
1106,301138,132.3077266,1.11097274,132.3077266,1.11097274,16.244,16.246,0.06789,0.06684,-21.24,3.82,20.47,21.19,22.99,0.5134,109.49,10.45,0.98,0.143,3,0
1107,53809,175.11900742,-0.39364027,175.11900742,-0.39364027,16.923,16.945,0.02841,0.02716,-18.52,2.89,20.67,21.38,23.19,0.4443,11.910004,9.05,0.53,0.079,8,0
1108,55124,180.54377769,-0.2961291,180.54377769,-0.2961291,18.373,18.214,0.02204,0.02033,-16.65,3.67,22.25,22.97,24.77,0.5376,158.44,8.74,1.04,0.091,8,0
1109,84865,179.90954403,0.4852436,179.90954403,0.4852436,16.012,16.022,0.0704,0.06912,-21.5,6.38,21.84,22.55,24.36,0.1589,5.949997,10.45,0.83,0.082,3,0
1110,508638,217.72921775,-1.64419676,217.72921775,-1.64419676,17.562,17.578,0.05407,0.05323,-19.35,4.09,22.01,22.73,24.53,0.4711,66.75,9.48,0.69,0.167,3,0
1111,221050,184.35337226,1.61028425,184.35337226,1.61028425,16.459,16.435,0.05096,0.04973,-20.33,6.64,21.51,22.23,24.03,0.6129,170.54999,9.72,0.49,0.089,3,0
1112,585231,181.78147416,-0.0201867,181.78147416,-0.0201867,17.083,17.015,0.02257,0.02094,-17.92,4.52,22.01,22.73,24.53,0.4066,87.83002,8.76,0.46,0.075,8,0
1113,386263,131.11847436,2.11645724,131.11847436,2.11645724,16.971,16.925,0.07969,0.07864,-21.0,4.25,20.76,21.48,23.28,0.7715,149.62,10.6,1.32,0.292,3,1
1114,319049,213.41656414,1.78299755,213.41656414,1.78299755,17.022,17.007,0.05453,0.05363,-19.97,4.52,20.74,21.46,23.27,0.7866,107.83,10.04,1.09,0.205,8,0
1115,371261,130.74974765,0.87614644,130.74974765,0.87614644,18.407,18.115,0.01404,0.01348,-15.84,4.03,22.15,22.87,24.67,0.6482,178.95999,8.15,0.71,0.131,8,1
1116,521894,131.65458201,2.82702752,131.65458201,2.82702752,16.405,16.399,0.01384,0.01328,-17.48,5.44,21.85,22.57,24.37,0.2577,112.880005,8.77,0.69,0.121,8,0
1117,184237,175.73812048,-1.53912642,175.73812048,-1.53912642,17.795,17.804,0.04464,0.04337,-18.71,4.01,21.23,21.95,23.75,0.7787,143.42,9.42,0.91,0.058,8,0
1118,302317,137.22656677,1.43255165,137.22656677,1.43255165,15.305,15.229,0.01726,0.01645,-19.13,9.79,21.68,22.4,24.2,0.4694,13.339996,9.42,0.68,0.138,8,0
1119,296847,213.53879641,1.51979619,213.53879641,1.51979619,17.055,17.029,0.02681,0.02593,-18.32,7.54,22.55,23.27,25.07,0.5561,108.18,9.1,0.69,0.162,8,0
1120,377348,137.33399172,1.61430279,137.33399172,1.61430279,16.613,16.579,0.00497,0.00435,-15.02,4.27,21.64,22.36,24.16,0.1676,101.73,7.59,0.44,0.12,8,0
1121,519089,139.35295173,2.87669046,139.35295173,2.87669046,15.896,15.848,0.0266,0.0256,-19.49,9.27,20.94,21.67,23.47,0.8197,51.08,9.5,0.61,0.115,8,0
1122,536955,183.48689061,-0.86567278,183.48689061,-0.86567278,16.153,16.155,0.08213,0.08086,-21.78,3.93,20.59,21.31,23.12,0.399,118.82,10.63,0.95,0.083,3,0
1123,177481,176.91005847,-1.92284765,176.91005847,-1.92284765,17.941,17.905,0.02859,0.02734,-17.58,2.66,21.67,22.39,24.19,0.3012,51.25,8.84,0.73,0.064,8,0
1124,79329,221.04454300666666,0.18345177,221.04537634,0.18345177,17.784,17.518,0.02962,0.02887,-18.05,3.2,22.22,22.94,24.74,0.4928,130.29,8.84,0.49,0.182,8,5
1125,220383,181.20300479,1.646487,181.20300479,1.646487,18.603,18.57,0.02032,0.01836,-16.15,3.1,22.03,22.75,24.55,0.6042,110.5,8.5,1.0,0.078,8,0
1126,593353,216.28689757,-0.12437418,216.28689757,-0.12437418,17.26,17.26,0.05545,0.05459,-19.71,3.82,21.35,22.07,23.87,0.557,176.87,9.56,0.61,0.132,3,0
1127,289116,181.1261504,1.68400048,181.1261504,1.68400048,17.302,17.291,0.02082,0.01892,-17.49,5.28,21.55,22.27,24.07,0.7194,153.82,8.72,0.62,0.073,8,0
1128,227719,214.73394558,1.18492843,214.73394558,1.18492843,17.308,17.321,0.05633,0.05545,-19.72,2.4,19.86,20.59,22.39,0.7419,109.32,9.71,0.79,0.146,3,0
1129,23737,182.76848439,1.1190535,182.76848439,1.1190535,18.845,18.87,0.02202,0.02032,-16.06,2.83,23.03,23.76,25.56,0.1671,15.399994,8.35,0.85,0.101,8,0
1130,185291,179.8047164,-1.60447066,179.8047164,-1.60447066,17.506,17.492,0.02346,0.02193,-17.58,4.8,22.37,23.09,24.89,0.4058,143.39,8.83,0.71,0.11,8,0
1131,47943,215.09687107,-0.81923483,215.09687107,-0.81923483,15.714,15.713,0.08425,0.08335,-22.27,4.15,20.65,21.38,23.18,0.2456,170.28,10.83,0.96,0.205,3,0
1132,545157,218.59071442,-1.00786222,218.59071442,-1.00786222,16.552,16.476,0.02626,0.02547,-18.81,7.84,21.99,22.71,24.52,0.6955,142.59,9.03,0.37,0.156,8,0
1133,323031,129.9737963,1.438165,129.9737963,1.438165,16.466,16.492,0.07923,0.0782,-21.38,3.45,20.37,21.09,22.9,0.6064,65.740005,10.7,1.25,0.288,3,0
1134,85845,184.23322459,0.53134733,184.23322459,0.53134733,17.932,17.92,0.03043,0.02922,-17.73,4.12,22.91,23.63,25.43,0.221,101.85,8.67,0.46,0.098,3,0
1135,49260,220.33767541,-0.75953872,220.33767541,-0.75953872,15.973,15.969,0.08073,0.07992,-21.93,3.46,20.38,21.1,22.91,0.3049,64.82999,10.68,0.92,0.158,3,0
1136,136735,175.9883141,-1.75868881,175.9883141,-1.75868881,16.578,16.607,0.07893,0.07762,-21.2,2.92,20.74,21.47,23.27,0.18,124.310005,10.38,0.92,0.077,3,0
1137,278909,134.42490362,0.8173129,134.42490362,0.8173129,17.759,17.705,0.04247,0.04141,-18.72,2.6,21.28,22.01,23.81,0.4769,24.770004,9.33,0.78,0.16,8,0
1138,16828,220.45287105,0.68697063,220.45287105,0.68697063,14.339,14.332,0.00755,0.00633,-18.21,22.24,22.45,23.18,24.98,0.5992,56.619995,8.93,0.51,0.172,8,0
1139,273256,182.92730734666668,1.35203449,182.92814068,1.35203449,18.592,18.464,0.02216,0.02048,-16.45,4.16,22.99,23.72,25.52,0.4617,179.10999,8.24,0.56,0.11,8,5
1140,460380,211.95848878,-1.65315107,211.95848878,-1.65315107,16.488,16.474,0.0556,0.05467,-20.58,4.24,20.52,21.25,23.05,0.6767,160.20999,10.41,1.25,0.211,8,0
1141,568232,214.30760238,-0.58782037,214.30760238,-0.58782037,17.77,17.756,0.03734,0.03646,-18.33,3.17,21.76,22.49,24.29,0.4531,40.72,8.91,0.47,0.168,3,0
1142,48723,218.36361365,-0.80061952,218.36361365,-0.80061952,16.911,16.805,0.0564,0.05558,-20.24,4.95,20.68,21.41,23.21,0.7979,130.06,9.9,0.77,0.168,3,1
1143,517591,132.95559892,2.5182525,132.95559892,2.5182525,17.31,17.34,0.03737,0.03634,-18.73,4.71,21.56,22.28,24.09,0.6695,97.92,9.07,0.47,0.116,8,0
1144,544110,214.02532324,-0.93575274,214.02532324,-0.93575274,16.359,16.347,0.0495,0.04861,-20.38,5.82,21.58,22.31,24.11,0.4648,82.42999,9.84,0.62,0.175,3,0
1145,238159,213.41023255,1.66138248,213.41023255,1.66138248,17.499,17.505,0.05509,0.05419,-19.45,2.62,20.16,20.89,22.69,0.7639,18.880005,9.78,1.04,0.178,3,0
1146,298511,220.11622856,1.28640772,220.11622856,1.28640772,16.851,16.812,0.0791,0.0783,-21.04,4.0,21.28,22.01,23.81,0.4355,179.56,10.35,0.96,0.152,3,0
1147,534832,175.25162489,-0.9702017,175.25162489,-0.9702017,17.594,17.666,0.03018,0.02893,-17.94,4.57,22.54,23.27,25.07,0.3126,155.06,8.74,0.44,0.066,3,0
1148,508110,215.96866913,-1.61894901,215.96866913,-1.61894901,17.575,17.604,0.05687,0.056,-19.5,1.59,20.06,20.79,22.58,0.4578,113.649994,9.88,1.14,0.166,3,0
1149,593645,217.39416377,-0.01822877,217.39416377,-0.01822877,14.104,16.232,0.00635,0.00516,-15.92,11.65,21.7,22.43,24.23,0.3935,107.0,8.0,0.5,0.166,8,0
1150,371675,132.440983,1.01053396,132.440983,1.01053396,15.02,14.875,0.02999,0.02897,-20.74,9.6,21.14,21.87,23.67,0.4864,148.49,10.2,0.84,0.141,8,1
1151,107594,221.07589747,0.85401457,221.07589747,0.85401457,17.034,17.008,0.02692,0.02619,-18.35,6.19,22.5,23.23,25.03,0.4666,140.08,8.93,0.46,0.169,8,0
1152,77215,212.27569283,0.18879997,212.27569283,0.18879997,16.786,16.805,0.05476,0.05384,-20.17,3.22,21.07,21.8,23.6,0.2664,80.20001,9.93,0.83,0.146,3,0
1153,77752,214.60926275,0.16939658,214.60926275,0.16939658,16.985,17.002,0.05415,0.05327,-19.93,2.71,21.09,21.82,23.62,0.1368,98.240005,9.8,0.8,0.154,3,0
1154,513181,222.10208443,-1.13427,222.10208443,-1.13427,17.056,17.044,0.08309,0.08231,-20.97,3.42,20.38,21.11,22.91,0.7362,126.79,10.53,1.27,0.183,3,0
1155,375610,130.00079311,1.30209053,130.00079311,1.30209053,16.356,16.304,0.04953,0.04852,-20.44,7.05,22.35,23.08,24.88,0.2255,168.95,10.09,0.9,0.21,8,0
1156,185252,179.54588778,-1.64745427,179.54588778,-1.64745427,17.908,17.748,0.02331,0.02176,-17.27,7.25,23.43,24.17,25.96,0.3926,130.87,8.46,0.43,0.092,8,0
1157,300755,130.73342502,1.05947144,130.73342502,1.05947144,17.358,17.374,0.04621,0.0452,-19.22,3.55,20.58,21.31,23.11,0.7838,145.07,9.53,0.81,0.153,3,0
1158,575670,140.93491239,-0.18723847,140.93491239,-0.18723847,16.659,16.648,0.05716,0.05601,-20.46,5.62,20.99,21.72,23.51,0.7531,173.78,10.43,1.33,0.103,8,0
1159,22859,179.27911485,1.17824318,179.27911485,1.17824318,17.654,17.627,0.04981,0.04856,-19.16,6.86,22.6,23.33,25.13,0.6437,43.130005,9.45,0.74,0.058,3,0
1160,273297,183.03581751,1.43928548,183.03581751,1.43928548,16.509,16.203,0.07954,0.07827,-21.65,4.75,21.29,22.02,23.82,0.4361,102.64,10.81,1.16,0.107,3,1
1161,570233,222.83078118,-0.41987461,222.83078118,-0.41987461,18.746,18.774,0.04347,0.04274,-17.65,1.63,21.05,21.78,23.58,0.584,9.119995,9.07,1.02,0.202,8,0
1162,40871,183.43852735,-0.83456296,183.43852735,-0.83456296,16.953,16.867,0.05205,0.05081,-20.01,3.42,20.53,21.26,23.06,0.622,37.520004,9.81,0.76,0.082,3,0
1163,302966,140.11704438,1.37450201,140.11704438,1.37450201,16.997,16.945,0.05258,0.05145,-19.96,8.18,21.66,22.39,24.19,0.8339,58.360016,9.71,0.65,0.11,3,0
1164,417978,134.41253637,2.3970417,134.41253637,2.3970417,18.001,17.996,0.05479,0.05373,-18.98,2.4,21.39,22.12,23.92,0.4203,60.97,9.5,0.9,0.141,3,0
1165,485523,216.29216654,-1.80370459,216.29216654,-1.80370459,16.225,16.217,0.05524,0.05438,-20.77,2.08,19.9,20.63,22.43,0.0715,70.32001,9.93,0.52,0.173,3,0
1166,567750,213.04821477,-0.61606001,213.04821477,-0.61606001,18.977,18.836,0.02713,0.02624,-16.58,2.86,22.63,23.36,25.15,0.4348,60.08,8.36,0.6,0.185,8,0
1167,179232,183.76135629,-1.95610831,183.76135629,-1.95610831,17.487,17.502,0.08055,0.07928,-20.42,3.52,20.44,21.18,22.97,0.8131,77.21002,10.35,1.3,0.097,3,0
1168,619345,219.45214653,0.21685094,219.45214653,0.21685094,19.718,19.359,0.03638,0.03559,nan,1.42,22.82,23.55,25.34,0.0966,127.33,8.86,1.21,0.172,3,1
1169,15490,215.75291339,0.7074244,215.75291339,0.7074244,17.234,17.219,0.05461,0.05375,-19.75,5.9,22.14,22.87,24.67,0.5751,145.82,9.65,0.68,0.101,3,0
1170,323874,133.49340667,1.66406714,133.49340667,1.66406714,17.94,16.731,0.05917,0.05811,-20.74,3.44,22.53,23.26,25.06,0.0842,147.28,10.56,1.2,0.126,8,0
1171,573586,129.1255729,-0.08624264,129.1255729,-0.08624264,16.164,16.18,0.05297,0.05197,-20.7,3.86,20.88,21.61,23.41,0.2369,159.32,10.03,0.71,0.165,8,0
1172,619989,222.5996479,0.34824567,222.5996479,0.34824567,16.755,16.774,0.04056,0.03983,-19.52,3.17,20.64,21.37,23.17,0.4981,166.67,9.7,0.87,0.169,8,0
1173,39667,177.77912718,-0.77104022,177.77912718,-0.77104022,17.127,17.144,0.08347,0.08217,-20.83,1.9,20.03,20.76,22.56,0.3879,30.440002,10.35,1.1,0.076,3,0
1174,39145,175.43607365,-0.68800248,175.43607365,-0.68800248,15.788,15.796,0.05142,0.05015,-21.05,2.0,19.06,19.79,21.59,0.2429,12.839996,10.2,0.72,0.081,8,0
1175,214462,130.35113394,0.53025161,130.35113394,0.53025161,17.087,16.946,0.05204,0.05103,-19.88,4.72,22.14,22.87,24.66,0.3298,143.89,9.6,0.57,0.163,3,0
1176,91579,212.73265135,0.54077738,212.73265135,0.54077738,19.225,17.693,0.0413,0.0404,-18.6,3.3,23.19,23.92,25.72,0.4932,36.64,9.57,1.17,0.139,8,0
1177,145583,185.32450739,-1.2541284,185.32450739,-1.2541284,15.964,15.877,0.02324,0.0217,-19.15,7.35,21.65,22.39,24.18,0.414,111.08,9.39,0.64,0.131,8,0
1178,599875,132.84364687,0.38854492,132.84364687,0.38854492,17.643,17.65,0.05405,0.053,-19.31,2.56,21.24,21.97,23.77,0.3827,41.490005,9.66,0.93,0.14,3,0
1179,273242,182.7952514,1.4416806,182.7952514,1.4416806,17.62,17.546,0.02105,0.01919,-17.26,6.26,23.15,23.88,25.68,0.1501,122.19,8.68,0.7,0.093,8,0
1180,319396,214.34554477,1.9062675,214.34554477,1.9062675,17.363,17.339,0.05701,0.05613,-19.74,3.13,20.71,21.44,23.24,0.6772,158.15,9.95,1.11,0.148,3,1
1181,278643,132.90743182,0.82683286,132.90743182,0.82683286,17.777,17.825,0.03648,0.03545,-18.22,4.88,21.38,22.11,23.91,0.8342,34.809998,9.14,0.8,0.13,8,0
1182,49840,222.72006154,-0.67251295,222.72006154,-0.67251295,17.965,17.97,0.04288,0.04214,-18.43,4.54,22.87,23.61,25.4,0.3128,163.19,9.22,0.81,0.18,8,0
1183,240205,221.17579527,1.44970087,221.17579527,1.44970087,17.061,17.04,0.03897,0.03821,-19.14,5.87,21.68,22.41,24.21,0.6905,59.92,9.39,0.66,0.144,8,0
1184,487010,222.5259207,-1.61157261,222.5259207,-1.61157261,18.361,18.275,0.04361,0.04287,-18.16,3.13,22.59,23.32,25.12,0.1947,39.42,9.01,0.67,0.195,8,0
1185,93828,222.53561466,0.61459271,222.53561466,0.61459271,16.39,16.398,0.04121,0.04047,-19.93,5.75,21.13,21.87,23.66,0.6921,168.16,10.05,1.09,0.169,8,0
1186,376598,134.34928499,1.47105647,134.34928499,1.47105647,17.254,17.254,0.08898,0.08788,-20.89,2.29,20.36,21.09,22.89,0.5111,150.48999,10.42,1.17,0.164,3,0
1187,463176,211.81053139,-1.19531811,211.81053139,-1.19531811,17.316,17.266,0.05541,0.05448,-19.71,6.15,22.53,23.27,25.06,0.5016,60.37999,9.87,0.99,0.22,3,0
1188,184718,177.64548138,-1.45341773,177.64548138,-1.45341773,18.146,18.184,0.02165,0.01988,-16.71,1.61,20.43,21.17,22.96,0.5479,16.929993,8.27,0.45,0.083,8,0
1189,250466,214.76664269,1.99121438,214.76664269,1.99121438,17.019,17.024,0.05505,0.05417,-19.98,3.47,20.56,21.29,23.09,0.6766,142.97,10.12,1.17,0.13,8,0
1190,71146,183.25124564,0.04376154,183.25124564,0.04376154,16.18,16.126,0.0226,0.02097,-18.84,8.47,22.36,23.09,24.89,0.3223,38.440002,9.15,0.49,0.082,8,0
1191,534710,174.72129188,-0.94257797,174.72129188,-0.94257797,17.253,17.294,0.02824,0.02698,-18.17,2.69,20.64,21.37,23.17,0.5322,29.419998,9.13,0.81,0.053,8,0
1192,617782,213.20217681,0.36212151,213.20217681,0.36212151,19.715,17.134,0.05518,0.05427,-20.01,1.26,21.37,22.11,23.9,0.5556,145.48001,10.42,1.49,0.152,8,1
1193,203842,135.48563789,-0.38518411,135.48563789,-0.38518411,17.312,17.336,0.05505,0.05396,-19.64,2.84,21.44,22.18,23.97,0.2078,177.29999,9.48,0.54,0.16,3,0
1194,371258,130.70366779,0.88829346,130.70366779,0.88829346,16.825,16.826,0.07887,0.07783,-21.03,2.79,20.48,21.21,23.01,0.461,151.71,10.42,1.06,0.142,3,0
1195,380764,129.91055312,1.66254281,129.91055312,1.66254281,16.87,16.832,0.05054,0.04954,-19.97,8.97,22.16,22.9,24.69,0.755,40.14,9.71,0.66,0.24,3,0
1196,522166,133.05044818,2.95538004,133.05044818,2.95538004,17.215,17.2,0.02972,0.02871,-18.38,2.66,20.96,21.7,23.49,0.3689,35.47,8.94,0.47,0.176,8,0
1197,16863,220.69559745,0.66173095,220.69559745,0.66173095,15.071,14.885,0.00726,0.00607,-17.57,17.01,21.56,22.3,24.09,0.7749,67.369995,8.67,0.51,0.169,8,0
1198,289427,182.25341733,1.6870839,182.25341733,1.6870839,19.196,18.425,0.02015,0.01817,-16.38,4.13,23.4,24.13,25.93,0.3919,172.67001,9.16,1.6,0.098,8,0
1199,418795,137.76469042,2.57228502,137.76469042,2.57228502,17.774,17.79,0.04004,0.03895,-18.44,1.89,20.99,21.73,23.52,0.236,141.2,9.13,0.68,0.141,8,0
